Card Name,Card URL,Image URL,Description,Rarity Symbols
Pincurchin,https://pocket.limitlesstcg.com/cards/A1/112,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_112_EN.webp,This Pokémon generates electricity when it digests food. It uses its five hard teeth to scrape seaweed off surfaces and eat it.,#112 · ◊◊
Clefairy,https://pocket.limitlesstcg.com/cards/A1/113,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_113_EN.webp,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,#113 · ◊
Clefable,https://pocket.limitlesstcg.com/cards/A1/114,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_114_EN.webp,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.",#114 · ◊◊
Abra,https://pocket.limitlesstcg.com/cards/A1/115,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_115_EN.webp,This Pokémon uses its psychic powers while it sleeps. The contents of Abra’s dreams affect the powers that the Pokémon wields.,#115 · ◊
Kadabra,https://pocket.limitlesstcg.com/cards/A1/116,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_116_EN.webp,"Using its psychic power, Kadabra levitates as it sleeps. It uses its springy tail as a pillow.",#116 · ◊◊
Alakazam,https://pocket.limitlesstcg.com/cards/A1/117,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_117_EN.webp,"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.",#117 · ◊◊◊
Slowpoke,https://pocket.limitlesstcg.com/cards/A1/118,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_118_EN.webp,It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.,#118 · ◊
Slowbro,https://pocket.limitlesstcg.com/cards/A1/119,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_119_EN.webp,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.",#119 · ◊◊
Gastly,https://pocket.limitlesstcg.com/cards/A1/120,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_120_EN.webp,"It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.",#120 · ◊
Haunter,https://pocket.limitlesstcg.com/cards/A1/121,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_121_EN.webp,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,#121 · ◊◊
Gengar,https://pocket.limitlesstcg.com/cards/A1/122,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_122_EN.webp,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",#122 · ◊◊◊
Gengar ex,https://pocket.limitlesstcg.com/cards/A1/123,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_123_EN.webp,No Description,#123 · ◊◊◊◊
Drowzee,https://pocket.limitlesstcg.com/cards/A1/124,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_124_EN.webp,It remembers every dream it eats. It rarely eats the dreams of adults because children’s are much tastier.,#124 · ◊
Hypno,https://pocket.limitlesstcg.com/cards/A1/125,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_125_EN.webp,"When it locks eyes with an enemy, it will use a mix of psi moves, such as Hypnosis and Confusion.",#125 · ◊◊◊
Mr. Mime,https://pocket.limitlesstcg.com/cards/A1/126,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_126_EN.webp,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,#126 · ◊◊
Jynx,https://pocket.limitlesstcg.com/cards/A1/127,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_127_EN.webp,Its strange cries sound like human language. There are some musicians who compose songs for Jynx to sing.,#127 · ◊
Mewtwo,https://pocket.limitlesstcg.com/cards/A1/128,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_128_EN.webp,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,#128 · ◊◊◊
Mewtwo ex,https://pocket.limitlesstcg.com/cards/A1/129,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_129_EN.webp,No Description,#129 · ◊◊◊◊
Ralts,https://pocket.limitlesstcg.com/cards/A1/130,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_130_EN.webp,The horns on its head provide a strong power that enables it to sense people’s emotions.,#130 · ◊
Kirlia,https://pocket.limitlesstcg.com/cards/A1/131,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_131_EN.webp,It has a psychic power that enables it to distort the space around it and see into the future.,#131 · ◊◊
Gardevoir,https://pocket.limitlesstcg.com/cards/A1/132,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_132_EN.webp,"To protect its Trainer, it will expend all its psychic power to create a small black hole.",#132 · ◊◊◊
Woobat,https://pocket.limitlesstcg.com/cards/A1/133,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_133_EN.webp,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.",#133 · ◊
Swoobat,https://pocket.limitlesstcg.com/cards/A1/134,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_134_EN.webp,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.",#134 · ◊
Golett,https://pocket.limitlesstcg.com/cards/A1/135,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_135_EN.webp,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.",#135 · ◊
Golurk,https://pocket.limitlesstcg.com/cards/A1/136,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_136_EN.webp,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,#136 · ◊◊
Sandshrew,https://pocket.limitlesstcg.com/cards/A1/137,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_137_EN.webp,"It loves to bathe in the grit of dry, sandy areas. By sand bathing, the Pokémon rids itself of dirt and moisture clinging to its body.",#137 · ◊
Sandslash,https://pocket.limitlesstcg.com/cards/A1/138,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_138_EN.webp,"The drier the area Sandslash lives in, the harder and smoother the Pokémon’s spikes will feel when touched.",#138 · ◊◊
Diglett,https://pocket.limitlesstcg.com/cards/A1/139,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_139_EN.webp,"It lives about one yard underground, where it feeds on plant roots. It sometimes appears aboveground.",#139 · ◊
Dugtrio,https://pocket.limitlesstcg.com/cards/A1/140,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_140_EN.webp,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.",#140 · ◊◊
Mankey,https://pocket.limitlesstcg.com/cards/A1/141,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_141_EN.webp,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.",#141 · ◊
Primeape,https://pocket.limitlesstcg.com/cards/A1/142,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_142_EN.webp,It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.,#142 · ◊◊
Machop,https://pocket.limitlesstcg.com/cards/A1/143,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_143_EN.webp,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",#143 · ◊
Machoke,https://pocket.limitlesstcg.com/cards/A1/144,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_144_EN.webp,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",#144 · ◊◊
Machamp,https://pocket.limitlesstcg.com/cards/A1/145,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_145_EN.webp,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,#145 · ◊◊◊
Machamp ex,https://pocket.limitlesstcg.com/cards/A1/146,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_146_EN.webp,No Description,#146 · ◊◊◊◊
Geodude,https://pocket.limitlesstcg.com/cards/A1/147,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_147_EN.webp,"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.",#147 · ◊
Graveler,https://pocket.limitlesstcg.com/cards/A1/148,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_148_EN.webp,"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.",#148 · ◊◊
Golem,https://pocket.limitlesstcg.com/cards/A1/149,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_149_EN.webp,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.",#149 · ◊◊◊
Onix,https://pocket.limitlesstcg.com/cards/A1/150,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_150_EN.webp,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",#150 · ◊◊
Cubone,https://pocket.limitlesstcg.com/cards/A1/151,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_151_EN.webp,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",#151 · ◊
Marowak,https://pocket.limitlesstcg.com/cards/A1/152,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_152_EN.webp,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon.",#152 · ◊◊
Marowak ex,https://pocket.limitlesstcg.com/cards/A1/153,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_153_EN.webp,No Description,#153 · ◊◊◊◊
Hitmonlee,https://pocket.limitlesstcg.com/cards/A1/154,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_154_EN.webp,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.,#154 · ◊
Hitmonchan,https://pocket.limitlesstcg.com/cards/A1/155,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_155_EN.webp,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn.",#155 · ◊
Rhyhorn,https://pocket.limitlesstcg.com/cards/A1/156,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_156_EN.webp,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles.",#156 · ◊
Rhydon,https://pocket.limitlesstcg.com/cards/A1/157,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_157_EN.webp,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.,#157 · ◊◊
Kabuto,https://pocket.limitlesstcg.com/cards/A1/158,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_158_EN.webp,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder.",#158 · ◊◊
Kabutops,https://pocket.limitlesstcg.com/cards/A1/159,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_159_EN.webp,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.,#159 · ◊◊◊
Mienfoo,https://pocket.limitlesstcg.com/cards/A1/160,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_160_EN.webp,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",#160 · ◊
Mienshao,https://pocket.limitlesstcg.com/cards/A1/161,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_161_EN.webp,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",#161 · ◊◊
Clobbopus,https://pocket.limitlesstcg.com/cards/A1/162,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_162_EN.webp,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",#162 · ◊
Grapploct,https://pocket.limitlesstcg.com/cards/A1/163,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_163_EN.webp,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,#163 · ◊◊
Ekans,https://pocket.limitlesstcg.com/cards/A1/164,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_164_EN.webp,"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests.",#164 · ◊
Arbok,https://pocket.limitlesstcg.com/cards/A1/165,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_165_EN.webp,The latest research has determined that there are over 20 possible arrangements of the patterns on its stomach.,#165 · ◊◊
Nidoran♀,https://pocket.limitlesstcg.com/cards/A1/166,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_166_EN.webp,"Females are more sensitive to smells than males. While foraging, they’ll use their whiskers to check wind direction and stay downwind of predators.",#166 · ◊
Nidorina,https://pocket.limitlesstcg.com/cards/A1/167,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_167_EN.webp,The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them.,#167 · ◊◊
Nidoqueen,https://pocket.limitlesstcg.com/cards/A1/168,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_168_EN.webp,"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack.",#168 · ◊◊◊
Nidoran♂,https://pocket.limitlesstcg.com/cards/A1/169,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_169_EN.webp,"The horn on a male Nidoran’s forehead contains a powerful poison. This is a very cautious Pokémon, always straining its large ears.",#169 · ◊
Nidorino,https://pocket.limitlesstcg.com/cards/A1/170,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_170_EN.webp,"With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone.",#170 · ◊◊
Nidoking,https://pocket.limitlesstcg.com/cards/A1/171,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_171_EN.webp,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.",#171 · ◊◊◊
Zubat,https://pocket.limitlesstcg.com/cards/A1/172,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_172_EN.webp,"It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, Zubat flies around with skill.",#172 · ◊
Golbat,https://pocket.limitlesstcg.com/cards/A1/173,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_173_EN.webp,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered.",#173 · ◊◊
Grimer,https://pocket.limitlesstcg.com/cards/A1/174,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_174_EN.webp,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies.",#174 · ◊
Muk,https://pocket.limitlesstcg.com/cards/A1/175,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_175_EN.webp,"It’s thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",#175 · ◊◊◊
Koffing,https://pocket.limitlesstcg.com/cards/A1/176,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_176_EN.webp,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",#176 · ◊
Weezing,https://pocket.limitlesstcg.com/cards/A1/177,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_177_EN.webp,"If one of the twin Koffing inflates, the other one deflates. It constantly mixes its poisonous gases.",#177 · ◊◊◊
